,loss_values
359,878.718505859375
360,865.4656982421875
361,866.7583618164062
362,881.7774658203125
363,861.7656860351562
364,862.6380615234375
365,892.6922607421875
366,868.4821166992188
367,891.8512573242188
368,867.2124633789062
369,871.0515747070312
370,862.2345581054688
371,869.5908203125
372,863.793701171875
373,877.0031127929688
374,870.466064453125
375,855.8184814453125
376,868.718994140625
377,865.5326538085938
378,892.7974243164062
379,881.573486328125
380,870.6891479492188
381,859.1884155273438
382,887.7978515625
383,848.6604614257812
384,856.1648559570312
385,867.0816650390625
386,868.0858764648438
387,868.3634643554688
388,853.0531616210938
389,869.8352661132812
390,871.8533935546875
391,902.3252563476562
392,855.5263061523438
393,868.6947021484375
394,864.5126342773438
395,868.538818359375
396,866.4596557617188
397,877.8124389648438
398,884.1633911132812
399,862.2477416992188
400,865.5233154296875
401,881.2838134765625
402,862.7777099609375
403,883.8328247070312
404,868.2086181640625
405,871.3304443359375
406,852.8206176757812
407,856.5548095703125
408,890.11181640625
409,858.0870361328125
410,873.8563232421875
411,886.8032836914062
412,869.6298828125
413,881.1925659179688
414,883.7252197265625
415,870.804931640625
416,855.8101806640625
417,862.4926147460938
418,849.5325927734375
419,847.772216796875
420,856.80615234375
421,870.1724243164062
422,894.83544921875
423,870.6419677734375
424,866.448486328125
425,862.803466796875
426,872.4992065429688
427,860.3063354492188
428,862.5465087890625
429,861.095458984375
430,846.2301635742188
431,852.035400390625
432,860.5940551757812
433,853.2990112304688
434,860.2835083007812
435,861.2680053710938
436,867.0565185546875
437,842.6554565429688
438,865.7830810546875
439,858.9590454101562
440,863.6390991210938
441,863.0701904296875
442,852.3613891601562
443,871.8187255859375
444,856.417236328125
445,866.6182861328125
446,852.272216796875
447,865.1387939453125
448,863.8135986328125
449,851.3422241210938
450,856.3919677734375
451,865.7774658203125
452,861.6131591796875
453,857.6126708984375
454,852.0551147460938
455,840.9647827148438
456,863.0897827148438
457,845.8890380859375
458,887.5302734375
459,874.687255859375
460,869.7589111328125
461,871.8883666992188
462,866.3976440429688
463,853.394775390625
464,867.8209838867188
465,845.3232421875
466,854.03564453125
467,851.3998413085938
468,858.908447265625
469,842.407470703125
470,817.031494140625
471,866.9199829101562
472,870.9716796875
473,847.0111083984375
474,845.2150268554688
475,862.3479614257812
476,852.227783203125
477,858.4454956054688
478,842.0444946289062
479,844.3513793945312
480,858.2623901367188
481,849.6295166015625
482,840.0340576171875
483,852.8665771484375
484,844.7313842773438
485,858.2760620117188
486,841.9134521484375
487,854.2177124023438
488,829.921630859375
489,871.0770874023438
490,849.0791015625
491,871.2885131835938
492,862.943115234375
493,842.782470703125
494,869.6429443359375
495,834.7882690429688
496,840.7748413085938
497,853.7483520507812
498,884.3672485351562
499,873.8478393554688
500,842.9536743164062
501,849.6568603515625
502,848.2517700195312
503,856.9251708984375
504,855.8159790039062
505,858.8765869140625
506,852.9398803710938
507,850.6823120117188
508,838.2175903320312
509,855.912109375
510,859.7689819335938
511,856.2778930664062
512,846.4282836914062
513,830.9093017578125
514,854.8358154296875
515,853.355712890625
516,826.2236938476562
517,829.73681640625
518,864.8136596679688
519,861.6531982421875
520,836.7269287109375
521,854.8778686523438
522,867.5466918945312
523,838.1338500976562
524,836.1763916015625
525,861.12109375
526,830.806884765625
527,831.2863159179688
528,846.0861206054688
529,856.8321533203125
530,846.7398681640625
531,853.1519775390625
532,842.2122802734375
533,841.3307495117188
534,849.411865234375
535,854.4417724609375
536,854.5201416015625
537,850.9531860351562
538,848.4786376953125
539,842.8297119140625
540,846.4647827148438
541,843.4357299804688
542,861.2266235351562
543,854.8729248046875
544,852.9989013671875
545,856.9110717773438
546,840.8775024414062
547,846.0223388671875
548,827.1773071289062
549,848.4610595703125
550,858.2891235351562
551,851.2050170898438
552,840.2615356445312
553,853.2466430664062
554,852.28955078125
555,831.923095703125
556,864.9098510742188
557,838.0135498046875
558,851.8539428710938
559,843.2527465820312
560,828.6168823242188
561,851.1731567382812
562,831.6405029296875
563,860.834716796875
564,831.8485717773438
565,844.1668090820312
566,846.918701171875
567,843.14697265625
568,830.6532592773438
569,840.7559814453125
570,845.0294799804688
571,853.2674560546875
572,852.0069580078125
573,839.3435668945312
574,840.197265625
575,824.94775390625
576,837.3200073242188
577,844.4732055664062
578,839.1033325195312
579,860.5193481445312
580,842.1538696289062
581,851.566162109375
582,818.9439086914062
583,838.8729858398438
584,836.210205078125
585,821.2832641601562
586,824.7886962890625
587,812.5342407226562
588,853.32373046875
589,827.5077514648438
590,840.8386840820312
591,830.6030883789062
592,839.3621215820312
593,847.820068359375
594,823.7156372070312
595,846.14599609375
596,810.5225830078125
597,833.2080688476562
598,837.847412109375
599,855.8922729492188
600,830.1968994140625
601,836.1622924804688
602,840.65869140625
603,870.3470458984375
604,838.2384643554688
605,840.0015869140625
606,841.982666015625
607,829.3211669921875
608,851.7037353515625
609,833.38134765625
610,846.3976440429688
611,831.5281372070312
612,835.327392578125
613,836.096923828125
614,851.4510498046875
615,827.13330078125
616,836.9740600585938
617,842.1098022460938
618,824.5042724609375
619,846.512451171875
620,842.9039306640625
621,821.3139038085938
622,835.6148071289062
623,818.09912109375
624,843.8116455078125
625,838.6244506835938
626,839.6314086914062
627,845.82958984375
628,832.235107421875
629,827.3856811523438
630,848.8900756835938
631,835.544189453125
632,826.3961791992188
633,841.85009765625
634,839.3819580078125
635,821.8347778320312
636,845.95947265625
637,848.0248413085938
638,836.7659301757812
639,841.5541381835938
640,849.0057373046875
641,821.5624389648438
642,825.0206298828125
643,810.3153686523438
644,842.91845703125
645,825.1939086914062
646,809.3482666015625
647,821.2529907226562
648,834.3615112304688
649,837.2039794921875
650,817.5888061523438
651,846.6506958007812
652,831.990234375
653,813.6798706054688
654,833.6271362304688
655,844.5850830078125
656,833.9562377929688
657,832.1708984375
658,817.97607421875
659,832.5703735351562
660,832.7423095703125
661,816.4883422851562
662,829.513671875
663,826.3658447265625
664,827.0773315429688
665,818.7467651367188
666,829.2875366210938
667,819.787109375
668,837.2552490234375
669,800.8060302734375
670,814.23876953125
671,831.5234375
672,833.282470703125
673,826.5993041992188
674,835.4991455078125
675,825.013916015625
676,832.7510375976562
677,842.3856201171875
678,839.1473999023438
679,827.3171997070312
680,820.996337890625
681,833.9335327148438
682,815.0533447265625
683,844.4181518554688
684,825.8483276367188
685,830.122802734375
686,832.7887573242188
687,822.913818359375
688,817.6377563476562
689,839.339111328125
690,805.98876953125
691,831.8258666992188
692,815.4502563476562
693,822.060791015625
694,827.0098266601562
695,822.0349731445312
696,826.524658203125
697,853.8887939453125
698,831.8656005859375
699,831.2633056640625
700,818.947509765625
701,819.9248657226562
702,841.6401977539062
703,820.4453735351562
704,809.591552734375
705,797.6719360351562
706,818.8890991210938
707,813.1844482421875
708,830.37890625
709,827.6346435546875
710,833.2044067382812
711,847.8967895507812
712,814.6829223632812
713,827.259765625
714,832.2706298828125
715,820.75634765625
716,825.1649169921875
717,822.5744018554688
718,836.60302734375
719,839.239990234375
720,825.9627685546875
721,832.9215698242188
722,815.787841796875
723,816.5263671875
724,831.336181640625
725,836.3037109375
726,838.7130126953125
727,815.236572265625
728,819.9444580078125
729,830.697998046875
730,836.2387084960938
731,835.2948608398438
732,831.4715576171875
733,834.0682983398438
734,830.7359619140625
735,822.49755859375
736,809.594482421875
737,815.7831420898438
738,809.4917602539062
739,811.87939453125
740,824.2904052734375
741,828.52587890625
742,818.1301879882812
743,822.3016967773438
744,813.0537719726562
745,825.2216796875
746,841.4859008789062
747,835.6632080078125
748,820.6957397460938
749,838.2386474609375
750,826.627685546875
751,830.5591430664062
752,821.6829223632812
753,816.0762939453125
754,841.8746337890625
755,820.4675903320312
756,820.142333984375
757,815.2001953125
758,839.1548461914062
759,820.909423828125
760,813.3287963867188
761,813.562255859375
762,820.42724609375
763,829.6622314453125
764,817.5849609375
765,825.5966186523438
766,828.5635375976562
767,813.138427734375
768,814.3253784179688
769,836.4373168945312
770,820.0923461914062
771,814.2461547851562
772,826.4850463867188
773,833.7628173828125
774,820.04052734375
775,828.4716186523438
776,827.5918579101562
777,818.2044677734375
778,825.1194458007812
779,828.6384887695312
780,817.8871459960938
781,792.7461547851562
782,805.2637329101562
783,811.6294555664062
784,816.7799072265625
785,823.5760498046875
786,832.14794921875
787,816.638427734375
788,824.8973999023438
789,822.2136840820312
790,823.9714965820312
791,834.2392578125
792,803.1856689453125
793,824.1466064453125
794,808.4059448242188
795,814.2903442382812
796,802.7485961914062
797,823.2396850585938
798,817.3706665039062
799,808.4019775390625
800,813.1217041015625
801,832.1141967773438
802,825.897216796875
803,808.4968872070312
804,811.9202270507812
805,800.92333984375
806,813.0408325195312
807,809.6513061523438
808,834.2096557617188
809,820.5474243164062
810,807.3297119140625
811,819.6995849609375
812,827.1237182617188
813,795.6275634765625
814,825.1478881835938
815,802.8126831054688
816,818.4226684570312
817,819.9927978515625
818,823.75244140625
819,808.2077026367188
820,828.8665161132812
821,807.9134521484375
822,812.1947631835938
823,808.56689453125
824,809.16845703125
825,826.9546508789062
826,828.3056030273438
827,814.6929931640625
828,835.037109375
829,815.625244140625
830,815.2158203125
831,811.6260986328125
832,818.4050903320312
833,815.420166015625
834,819.6837768554688
835,828.49267578125
836,804.7091674804688
837,818.3370361328125
838,799.4601440429688
839,834.3713989257812
840,795.7623901367188
841,821.9872436523438
842,800.7208251953125
843,824.0811767578125
844,814.1614990234375
845,811.99658203125
846,805.8932495117188
847,797.494384765625
848,826.498291015625
849,800.47412109375
850,818.6243896484375
851,832.5315551757812
852,838.8468017578125
853,825.7383422851562
854,816.80712890625
855,810.8055419921875
856,824.4942016601562
857,813.05126953125
858,797.0601806640625
859,821.1187744140625
860,811.2757568359375
861,818.229248046875
862,810.89501953125
863,813.561279296875
864,830.31982421875
865,811.7486572265625
866,825.3941040039062
867,804.4227905273438
868,803.7862548828125
869,811.6453247070312
870,806.0487060546875
871,804.7169799804688
872,814.9415283203125
873,811.0598754882812
874,810.85205078125
875,821.1237182617188
876,811.7809448242188
877,817.0272216796875
878,825.2188110351562
879,809.5060424804688
880,821.1091918945312
881,809.740478515625
882,809.5431518554688
883,804.0908813476562
884,801.2028198242188
885,816.7019653320312
886,791.5438232421875
887,814.5047607421875
888,808.9591674804688
889,807.6163940429688
890,807.1708374023438
891,809.0592041015625
892,815.544921875
893,809.4978637695312
894,806.5158081054688
895,799.289794921875
896,805.3367309570312
897,798.8341674804688
898,817.8733520507812
899,816.176513671875
900,825.1699829101562
901,812.3937377929688
902,793.708984375
903,812.8175659179688
