,loss_values
620,1537.6856689453125
621,1535.908935546875
622,1546.8211669921875
623,1531.923095703125
624,1540.013916015625
625,1542.2674560546875
626,1556.5435791015625
627,1544.9739990234375
628,1517.8360595703125
629,1535.934326171875
630,1545.740478515625
631,1543.806640625
632,1529.850830078125
633,1539.6923828125
634,1542.7366943359375
635,1541.0584716796875
636,1533.27587890625
637,1542.465087890625
638,1536.230224609375
639,1524.208740234375
640,1547.1412353515625
641,1541.855224609375
642,1533.5078125
643,1530.256591796875
644,1533.25439453125
645,1539.3319091796875
646,1532.346923828125
647,1532.6181640625
648,1557.202392578125
649,1535.2314453125
650,1525.58984375
651,1536.7274169921875
652,1537.2623291015625
653,1537.4827880859375
654,1539.0235595703125
655,1539.9404296875
656,1531.107177734375
657,1531.8236083984375
658,1543.37646484375
659,1536.5411376953125
660,1532.43701171875
661,1540.8607177734375
662,1548.1824951171875
663,1532.8070068359375
664,1529.50634765625
665,1553.12841796875
666,1532.080810546875
667,1538.762451171875
668,1541.5537109375
669,1549.19775390625
670,1537.8184814453125
671,1546.580078125
672,1536.589599609375
673,1542.2052001953125
674,1535.0791015625
675,1552.317626953125
676,1545.483154296875
677,1540.1181640625
678,1546.078857421875
679,1535.5694580078125
680,1541.3983154296875
681,1543.3614501953125
682,1539.3450927734375
683,1540.091064453125
684,1552.15771484375
685,1540.53125
686,1528.7943115234375
687,1534.5101318359375
688,1541.1761474609375
689,1527.07275390625
690,1527.3948974609375
691,1528.253662109375
692,1541.7509765625
693,1526.8192138671875
694,1534.56787109375
695,1539.414794921875
696,1541.3514404296875
697,1538.8050537109375
698,1531.0201416015625
699,1550.1541748046875
700,1544.05517578125
701,1541.545166015625
702,1537.2393798828125
703,1549.730712890625
704,1533.90380859375
705,1537.5731201171875
706,1542.02587890625
707,1543.2984619140625
708,1522.5950927734375
709,1535.858642578125
710,1534.5408935546875
711,1538.66552734375
712,1540.3909912109375
713,1533.3265380859375
714,1544.186767578125
715,1532.5008544921875
716,1547.096923828125
717,1541.0732421875
718,1536.8333740234375
719,1531.6258544921875
720,1542.2335205078125
721,1538.9285888671875
722,1528.4383544921875
723,1526.2684326171875
724,1535.2039794921875
725,1539.8233642578125
726,1537.0113525390625
727,1535.605712890625
728,1531.6754150390625
729,1543.6885986328125
730,1528.5682373046875
731,1539.6104736328125
732,1538.01708984375
733,1544.54296875
734,1535.220703125
735,1540.9306640625
736,1537.72216796875
737,1541.112548828125
738,1533.5831298828125
739,1537.63330078125
740,1541.8623046875
741,1537.0726318359375
742,1546.8890380859375
743,1534.47509765625
744,1531.4755859375
745,1540.41796875
746,1540.31201171875
747,1539.48828125
748,1528.8787841796875
749,1535.758056640625
750,1522.9776611328125
751,1538.414306640625
752,1565.7117919921875
753,1550.079345703125
754,1525.015625
755,1539.472900390625
756,1536.7286376953125
757,1537.100830078125
758,1534.1759033203125
759,1524.3165283203125
760,1534.89990234375
761,1529.10986328125
762,1524.422607421875
763,1528.9425048828125
764,1537.743408203125
765,1537.6094970703125
766,1535.508056640625
767,1529.7772216796875
768,1524.3873291015625
769,1533.5697021484375
770,1539.6356201171875
771,1525.818115234375
772,1534.315185546875
773,1540.1888427734375
774,1538.7965087890625
775,1534.52685546875
776,1536.195068359375
777,1527.68310546875
778,1535.9708251953125
779,1550.6546630859375
780,1529.2822265625
781,1527.0882568359375
782,1540.85400390625
783,1536.767578125
784,1540.0133056640625
785,1528.2381591796875
786,1533.3824462890625
787,1537.447998046875
788,1528.9881591796875
789,1535.1107177734375
790,1527.1383056640625
791,1530.5341796875
792,1531.513427734375
793,1529.370849609375
794,1535.7835693359375
795,1536.9613037109375
796,1526.1837158203125
797,1540.2880859375
798,1531.112548828125
799,1523.28125
800,1545.9208984375
801,1528.1986083984375
802,1532.698486328125
803,1532.6751708984375
804,1531.94482421875
805,1538.6690673828125
806,1528.461669921875
807,1537.5411376953125
808,1531.9571533203125
809,1547.04296875
810,1537.3197021484375
811,1541.39892578125
812,1529.3870849609375
813,1522.57373046875
814,1541.5447998046875
815,1529.9710693359375
816,1529.6141357421875
817,1523.6226806640625
818,1533.5657958984375
819,1535.663330078125
820,1543.3489990234375
821,1532.38720703125
822,1541.0574951171875
823,1527.563720703125
824,1536.2593994140625
825,1528.8726806640625
826,1524.85009765625
827,1544.1512451171875
828,1533.4755859375
829,1546.540283203125
830,1530.09423828125
831,1544.484375
832,1527.294189453125
833,1520.3961181640625
834,1531.7213134765625
835,1530.6961669921875
836,1535.57421875
837,1536.6441650390625
838,1552.2979736328125
839,1540.1839599609375
840,1524.4639892578125
841,1526.242919921875
842,1527.531982421875
843,1522.65869140625
844,1520.8529052734375
845,1526.4947509765625
846,1538.66552734375
847,1524.4327392578125
848,1520.3505859375
849,1527.0960693359375
850,1536.097900390625
851,1534.6912841796875
852,1530.9349365234375
853,1528.8809814453125
854,1544.0499267578125
855,1540.623046875
856,1536.15771484375
857,1531.8487548828125
858,1528.7972412109375
859,1534.972412109375
860,1532.856689453125
861,1524.6988525390625
862,1538.9822998046875
863,1541.0526123046875
864,1525.9468994140625
865,1535.93408203125
866,1537.671630859375
867,1530.4940185546875
868,1536.9974365234375
869,1519.74365234375
870,1524.2913818359375
871,1535.8072509765625
872,1517.9468994140625
873,1535.0069580078125
874,1526.356201171875
875,1534.6436767578125
876,1520.571533203125
877,1531.181884765625
878,1539.274169921875
879,1536.9735107421875
880,1525.7340087890625
881,1531.3515625
882,1542.3013916015625
883,1535.2708740234375
884,1539.2498779296875
885,1525.546142578125
886,1538.827392578125
887,1528.8978271484375
888,1523.7542724609375
889,1531.71435546875
